word_id,sentence_id,sentence,context,word,label,special_tags,is_correct,corrected_label,corrected_special_tags,is_dirty,notes
1676,95,Napaka bano mo naman mag commentator wala man lang pang hype sa mga crowd .,Napaka bano mo naman mag,mo,FIL,,TRUE,,,,
1677,95,Napaka bano mo naman mag commentator wala man lang pang hype sa mga crowd .,bano mo naman mag commentator,naman,FIL,,TRUE,,,,
1678,95,Napaka bano mo naman mag commentator wala man lang pang hype sa mga crowd .,mo naman mag commentator wala,mag,FIL,,TRUE,,,,
1679,95,Napaka bano mo naman mag commentator wala man lang pang hype sa mga crowd .,naman mag commentator wala man,commentator,ENG,,TRUE,,,,
1680,95,Napaka bano mo naman mag commentator wala man lang pang hype sa mga crowd .,mag commentator wala man lang,wala,FIL,,TRUE,,,,
1681,95,Napaka bano mo naman mag commentator wala man lang pang hype sa mga crowd .,commentator wala man lang pang,man,FIL,,TRUE,,,,
1682,95,Napaka bano mo naman mag commentator wala man lang pang hype sa mga crowd .,wala man lang pang hype,lang,FIL,,TRUE,,,,
1683,95,Napaka bano mo naman mag commentator wala man lang pang hype sa mga crowd .,man lang pang hype sa,pang,FIL,,TRUE,,,,
1684,95,Napaka bano mo naman mag commentator wala man lang pang hype sa mga crowd .,lang pang hype sa mga,hype,ENG,,TRUE,,,,
1685,95,Napaka bano mo naman mag commentator wala man lang pang hype sa mga crowd .,pang hype sa mga crowd,sa,FIL,,TRUE,,,,
1686,95,Napaka bano mo naman mag commentator wala man lang pang hype sa mga crowd .,hype sa mga crowd .,mga,FIL,,TRUE,,,,
1687,95,Napaka bano mo naman mag commentator wala man lang pang hype sa mga crowd .,sa mga crowd .,crowd,ENG,,TRUE,,,,
1688,95,Napaka bano mo naman mag commentator wala man lang pang hype sa mga crowd .,mga crowd .,.,SYM,,TRUE,,,,
1689,97,try mo na bilisan mo ako ang desisyon sa mundong ito,try mo na,try,ENG,,TRUE,,,,
1690,97,try mo na bilisan mo ako ang desisyon sa mundong ito,try mo na bilisan,mo,FIL,,TRUE,,,,
1691,97,try mo na bilisan mo ako ang desisyon sa mundong ito,try mo na bilisan mo,na,FIL,,TRUE,,,,
1692,97,try mo na bilisan mo ako ang desisyon sa mundong ito,mo na bilisan mo ako,bilisan,FIL,,TRUE,,,,
1693,97,try mo na bilisan mo ako ang desisyon sa mundong ito,na bilisan mo ako ang,mo,FIL,,TRUE,,,,
1694,97,try mo na bilisan mo ako ang desisyon sa mundong ito,bilisan mo ako ang desisyon,ako,FIL,,TRUE,,,,
1695,97,try mo na bilisan mo ako ang desisyon sa mundong ito,mo ako ang desisyon sa,ang,FIL,,TRUE,,,,
1696,97,try mo na bilisan mo ako ang desisyon sa mundong ito,ako ang desisyon sa mundong,desisyon,FIL,,TRUE,,,,
1697,97,try mo na bilisan mo ako ang desisyon sa mundong ito,ang desisyon sa mundong ito,sa,FIL,,TRUE,,,,
1698,97,try mo na bilisan mo ako ang desisyon sa mundong ito,desisyon sa mundong ito,mundong,FIL,,TRUE,,,,
1699,97,try mo na bilisan mo ako ang desisyon sa mundong ito,sa mundong ito,ito,FIL,,TRUE,,,,
1700,98,Ang Zoom at Google Teams meeting ay malayo sa katotohanannoon .,Ang Zoom at,Ang,FIL,,TRUE,,,,
1701,98,Ang Zoom at Google Teams meeting ay malayo sa katotohanannoon .,Ang Zoom at Google,Zoom,ENG,NE,TRUE,,,,
1702,98,Ang Zoom at Google Teams meeting ay malayo sa katotohanannoon .,Ang Zoom at Google Teams,at,FIL,,TRUE,,,,
1703,98,Ang Zoom at Google Teams meeting ay malayo sa katotohanannoon .,Zoom at Google Teams meeting,Google,ENG,NE,TRUE,,,,
1704,98,Ang Zoom at Google Teams meeting ay malayo sa katotohanannoon .,at Google Teams meeting ay,Teams,ENG,NE,FALSE,ENG,,FALSE,
1705,98,Ang Zoom at Google Teams meeting ay malayo sa katotohanannoon .,Google Teams meeting ay malayo,meeting,ENG,,TRUE,,,,
1706,98,Ang Zoom at Google Teams meeting ay malayo sa katotohanannoon .,Teams meeting ay malayo sa,ay,FIL,,TRUE,,,,
1707,98,Ang Zoom at Google Teams meeting ay malayo sa katotohanannoon .,meeting ay malayo sa katotohanannoon,malayo,FIL,,TRUE,,,,
1708,98,Ang Zoom at Google Teams meeting ay malayo sa katotohanannoon .,ay malayo sa katotohanannoon .,sa,FIL,,TRUE,,,,
1709,98,Ang Zoom at Google Teams meeting ay malayo sa katotohanannoon .,malayo sa katotohanannoon .,katotohanannoon,UNK,,FALSE,FIL,,TRUE,"""katotohanan"" ""noon"""
1710,98,Ang Zoom at Google Teams meeting ay malayo sa katotohanannoon .,sa katotohanannoon .,.,SYM,,TRUE,,,,
1711,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",Layon ng SMC,Layon,FIL,,TRUE,,,,
1712,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .","Layon ng SMC ,",ng,FIL,,TRUE,,,,
1713,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .","Layon ng SMC , sabi",SMC,ENG,ABB_NE,TRUE,,,,
1714,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .","ng SMC , sabi ni",",",SYM,,TRUE,,,,
1715,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .","SMC , sabi ni Ang",sabi,FIL,,TRUE,,,,
1716,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",", sabi ni Ang ,",ni,FIL,,TRUE,,,,
1717,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .","sabi ni Ang , na",Ang,UNK,NE,TRUE,,,,
1718,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .","ni Ang , na linisin",",",SYM,,TRUE,,,,
1719,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .","Ang , na linisin ang",na,FIL,,TRUE,,,,
1720,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",", na linisin ang mga",linisin,FIL,,TRUE,,,,
1721,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",na linisin ang mga pangunahing,ang,FIL,,TRUE,,,,
1722,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",linisin ang mga pangunahing ilog,mga,FIL,,TRUE,,,,
1723,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",ang mga pangunahing ilog at,pangunahing,FIL,,TRUE,,,,
1724,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",mga pangunahing ilog at mga,ilog,FIL,,TRUE,,,,
1725,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",pangunahing ilog at mga dinadaluyan,at,FIL,,TRUE,,,,
1726,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",ilog at mga dinadaluyan nito,mga,FIL,,TRUE,,,,
1727,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",at mga dinadaluyan nito na,dinadaluyan,FIL,,TRUE,,,,
1728,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",mga dinadaluyan nito na barado,nito,FIL,,TRUE,,,,
1729,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",dinadaluyan nito na barado ng,na,FIL,,TRUE,,,,
1730,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",nito na barado ng mga,barado,FIL,,TRUE,,,,
1731,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",na barado ng mga basura,ng,FIL,,TRUE,,,,
1732,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",barado ng mga basura at,mga,FIL,,TRUE,,,,
1733,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",ng mga basura at burak,basura,FIL,,TRUE,,,,
1734,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",mga basura at burak sa,at,FIL,,TRUE,,,,
1735,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",basura at burak sa nakalipas,burak,FIL,,TRUE,,,,
1736,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",at burak sa nakalipas na,sa,FIL,,TRUE,,,,
1737,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",burak sa nakalipas na maraming,nakalipas,FIL,,TRUE,,,,
1738,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",sa nakalipas na maraming dekada,na,FIL,,TRUE,,,,
1739,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",nakalipas na maraming dekada kung,maraming,FIL,,TRUE,,,,
1740,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",na maraming dekada kung kayat,dekada,FIL,,TRUE,,,,
1741,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",maraming dekada kung kayat hindi,kung,FIL,,TRUE,,,,
1742,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",dekada kung kayat hindi maayos,kayat,FIL,,TRUE,,,,
1743,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",kung kayat hindi maayos ang,hindi,FIL,,TRUE,,,,
1744,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",kayat hindi maayos ang pag-agos,maayos,FIL,,TRUE,,,,
1745,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",hindi maayos ang pag-agos ng,ang,FIL,,TRUE,,,,
1746,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",maayos ang pag-agos ng tubig,pag-agos,FIL,,TRUE,,,,
1747,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",ang pag-agos ng tubig baha,ng,FIL,,TRUE,,,,
1748,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",pag-agos ng tubig baha patungo,tubig,FIL,,TRUE,,,,
1749,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",ng tubig baha patungo sa,baha,FIL,,TRUE,,,,
1750,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",tubig baha patungo sa Manila,patungo,FIL,,TRUE,,,,
1751,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",baha patungo sa Manila Bay,sa,FIL,,TRUE,,,,
1752,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",patungo sa Manila Bay .,Manila,UNK,NE,TRUE,,,,
1753,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",sa Manila Bay .,Bay,ENG,NE,FALSE,ENG,,FALSE,
1754,99,"Layon ng SMC , sabi ni Ang , na linisin ang mga pangunahing ilog at mga dinadaluyan nito na barado ng mga basura at burak sa nakalipas na maraming dekada kung kayat hindi maayos ang pag-agos ng tubig baha patungo sa Manila Bay .",Manila Bay .,.,SYM,,TRUE,,,,
1755,101,Hindi naman ito winika ni Hudas dahil siya ay nagmamalasakit sa mga dukha .,Hindi naman ito,Hindi,FIL,,TRUE,,,,
1756,101,Hindi naman ito winika ni Hudas dahil siya ay nagmamalasakit sa mga dukha .,Hindi naman ito winika,naman,FIL,,TRUE,,,,
1757,101,Hindi naman ito winika ni Hudas dahil siya ay nagmamalasakit sa mga dukha .,Hindi naman ito winika ni,ito,FIL,,TRUE,,,,
1758,101,Hindi naman ito winika ni Hudas dahil siya ay nagmamalasakit sa mga dukha .,naman ito winika ni Hudas,winika,FIL,,TRUE,,,,
1759,101,Hindi naman ito winika ni Hudas dahil siya ay nagmamalasakit sa mga dukha .,ito winika ni Hudas dahil,ni,FIL,,TRUE,,,,
1760,101,Hindi naman ito winika ni Hudas dahil siya ay nagmamalasakit sa mga dukha .,winika ni Hudas dahil siya,Hudas,UNK,NE,TRUE,,,,
1761,101,Hindi naman ito winika ni Hudas dahil siya ay nagmamalasakit sa mga dukha .,ni Hudas dahil siya ay,dahil,FIL,,TRUE,,,,
1762,101,Hindi naman ito winika ni Hudas dahil siya ay nagmamalasakit sa mga dukha .,Hudas dahil siya ay nagmamalasakit,siya,FIL,,TRUE,,,,
1763,101,Hindi naman ito winika ni Hudas dahil siya ay nagmamalasakit sa mga dukha .,dahil siya ay nagmamalasakit sa,ay,FIL,,TRUE,,,,
1764,101,Hindi naman ito winika ni Hudas dahil siya ay nagmamalasakit sa mga dukha .,siya ay nagmamalasakit sa mga,nagmamalasakit,FIL,,TRUE,,,,
1765,101,Hindi naman ito winika ni Hudas dahil siya ay nagmamalasakit sa mga dukha .,ay nagmamalasakit sa mga dukha,sa,FIL,,TRUE,,,,
1766,101,Hindi naman ito winika ni Hudas dahil siya ay nagmamalasakit sa mga dukha .,nagmamalasakit sa mga dukha .,mga,FIL,,TRUE,,,,
1767,101,Hindi naman ito winika ni Hudas dahil siya ay nagmamalasakit sa mga dukha .,sa mga dukha .,dukha,FIL,,TRUE,,,,
1768,101,Hindi naman ito winika ni Hudas dahil siya ay nagmamalasakit sa mga dukha .,mga dukha .,.,SYM,,TRUE,,,,
1769,102,Ano magnda gawin sa mga Bbw ?,Ano magnda gawin,Ano,FIL,,TRUE,,,,
1770,102,Ano magnda gawin sa mga Bbw ?,Ano magnda gawin sa,magnda,FIL,,TRUE,,,,
1771,102,Ano magnda gawin sa mga Bbw ?,Ano magnda gawin sa mga,gawin,FIL,,TRUE,,,,
1772,102,Ano magnda gawin sa mga Bbw ?,magnda gawin sa mga Bbw,sa,FIL,,TRUE,,,,
1773,102,Ano magnda gawin sa mga Bbw ?,gawin sa mga Bbw ?,mga,FIL,,TRUE,,,,
1774,102,Ano magnda gawin sa mga Bbw ?,sa mga Bbw ?,Bbw,ENG,ABB,FALSE,UNK,NE,FALSE,
1775,102,Ano magnda gawin sa mga Bbw ?,mga Bbw ?,?,SYM,,TRUE,,,,
1776,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,Matatandaang nakaraang linggo,Matatandaang,FIL,,TRUE,,,,
1777,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,Matatandaang nakaraang linggo ay,nakaraang,FIL,,TRUE,,,,
1778,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,Matatandaang nakaraang linggo ay hayagang,linggo,FIL,,TRUE,,,,
1779,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,nakaraang linggo ay hayagang idineklara,ay,FIL,,TRUE,,,,
1780,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,linggo ay hayagang idineklara ng,hayagang,FIL,,TRUE,,,,
1781,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,ay hayagang idineklara ng mga,idineklara,FIL,,TRUE,,,,
1782,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,hayagang idineklara ng mga kaalyado,ng,FIL,,TRUE,,,,
1783,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,idineklara ng mga kaalyado ni,mga,FIL,,TRUE,,,,
1784,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,ng mga kaalyado ni Cayetano,kaalyado,FIL,,TRUE,,,,
1785,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,mga kaalyado ni Cayetano ang,ni,FIL,,TRUE,,,,
1786,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,kaalyado ni Cayetano ang patuloy,Cayetano,UNK,NE,TRUE,,,,
1787,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,ni Cayetano ang patuloy na,ang,FIL,,TRUE,,,,
1788,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,Cayetano ang patuloy na suporta,patuloy,FIL,,TRUE,,,,
1789,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,ang patuloy na suporta sa,na,FIL,,TRUE,,,,
1790,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,patuloy na suporta sa liderato,suporta,FIL,,TRUE,,,,
1791,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,na suporta sa liderato nito,sa,FIL,,TRUE,,,,
1792,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,suporta sa liderato nito sa,liderato,FIL,,TRUE,,,,
1793,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,sa liderato nito sa kabila,nito,FIL,,TRUE,,,,
1794,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,liderato nito sa kabila selyadong,sa,FIL,,TRUE,,,,
1795,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,nito sa kabila selyadong term,kabila,FIL,,TRUE,,,,
1796,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,sa kabila selyadong term sharing,selyadong,FIL,,TRUE,,,,
1797,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,kabila selyadong term sharing .,term,ENG,,TRUE,,,,
1798,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,selyadong term sharing .,sharing,ENG,,TRUE,,,,
1799,103,Matatandaang nakaraang linggo ay hayagang idineklara ng mga kaalyado ni Cayetano ang patuloy na suporta sa liderato nito sa kabila selyadong term sharing .,term sharing .,.,SYM,,TRUE,,,,
1800,104,"Nung 2019 nagstart kami mag-ipon ng materyales para sa bahay , nung october 2020 naman nag-umpisa na sila tatay sa pagpatayo nung bahay , dahil nga di naman kalakihan ang kita ko dito sa Malaysia kaya mejo mabagal ang pagpapatayo namin hanggang sa pumanaw si tatay nung may 18 2021 .",Nung 2019 nagstart,Nung,FIL,,TRUE,,,,
1801,104,"Nung 2019 nagstart kami mag-ipon ng materyales para sa bahay , nung october 2020 naman nag-umpisa na sila tatay sa pagpatayo nung bahay , dahil nga di naman kalakihan ang kita ko dito sa Malaysia kaya mejo mabagal ang pagpapatayo namin hanggang sa pumanaw si tatay nung may 18 2021 .",Nung 2019 nagstart kami,2019,NUM,,TRUE,,,,
1802,104,"Nung 2019 nagstart kami mag-ipon ng materyales para sa bahay , nung october 2020 naman nag-umpisa na sila tatay sa pagpatayo nung bahay , dahil nga di naman kalakihan ang kita ko dito sa Malaysia kaya mejo mabagal ang pagpapatayo namin hanggang sa pumanaw si tatay nung may 18 2021 .",Nung 2019 nagstart kami mag-ipon,nagstart,FIL,,TRUE,,,,
1803,104,"Nung 2019 nagstart kami mag-ipon ng materyales para sa bahay , nung october 2020 naman nag-umpisa na sila tatay sa pagpatayo nung bahay , dahil nga di naman kalakihan ang kita ko dito sa Malaysia kaya mejo mabagal ang pagpapatayo namin hanggang sa pumanaw si tatay nung may 18 2021 .",2019 nagstart kami mag-ipon ng,kami,FIL,,TRUE,,,,
1804,104,"Nung 2019 nagstart kami mag-ipon ng materyales para sa bahay , nung october 2020 naman nag-umpisa na sila tatay sa pagpatayo nung bahay , dahil nga di naman kalakihan ang kita ko dito sa Malaysia kaya mejo mabagal ang pagpapatayo namin hanggang sa pumanaw si tatay nung may 18 2021 .",nagstart kami mag-ipon ng materyales,mag-ipon,FIL,,TRUE,,,,
